item_index,word,selected_option
31_8,топ,2
321_3,мыйзам,0
322_3,аймак,0
323_15,оору,0
324_1,оору,0
324_21,сан,1
324_25,добуш,1
327_35,добуш,1
329_21,сан,1
329_27,добуш,1
32_74,жаран,1
333_20,мыйзам,0
335_4,мыйзам,0
338_1,күн,5
338_11,жаран,1
339_6,мыйзам,0
33_1,партия,0
340_4,мыйзам,0
341_6,топ,2
342_10,күн,2
344_5,күн,5
345_10,күн,5
347_12,сан,1
352_105,күн,2
354_59,мүчө,2
354_89,түзүлүш,0
358_10,маалымат,1
358_19,сөз,1
360_5,мыйзам,0
363_10,сан,1
365_5,сан,1
367_19,мыйзам,0
368_0,мыйзам,0
368_13,долбоор,1
36_8,бийлик,0
370_13,жыл,1
373_8,сан,1
376_19,добуш,1
376_9,сан,1
379_0,мыйзам,0
379_1,долбоор,1
37_10,маалымат,1
380_10,долбоор,1
380_9,мыйзам,0
381_12,булак,1
381_7,мыйзам,0
381_8,долбоор,1
382_0,мыйзам,0
383_0,мыйзам,0
383_13,сан,1
384_19,сан,1
385_4,мыйзам,0
385_7,күн,2
386_1,мыйзам,0
386_6,ай,1
387_13,сан,1
392_2,мыйзам,0
392_34,мүчө,2
395_17,мүчө,2
396_10,мүчө,2
397_9,мүчө,2
398_6,мыйзам,0
39_7,мыйзам,0
3_4,саясат,0
400_105,шарт,1
400_149,программа,0
400_166,коом,2
400_26,жаран,1
401_7,мыйзам,0
402_10,мүчө,2
403_2,мүчө,2
408_5,аймак,0
409_6,мыйзам,0
410_5,мыйзам,0
411_9,аймак,0
413_0,мыйзам,0
413_6,жаран,1
414_12,мыйзам,0
415_5,мыйзам,0
416_0,мыйзам,0
416_3,сот,0
417_2,сот,0
418_0,сот,0
418_6,мыйзам,0
419_5,мыйзам,0
41_26,мыйзам,0
423_5,мыйзам,0
425_26,жаран,1
426_35,жаран,1
42_11,маалымат,1
42_13,мыйзам,0
430_27,сот,0
432_1,сот,0
432_8,мыйзам,0
434_4,мыйзам,0
435_2,сот,0
436_5,мыйзам,0
437_1,сот,0
437_13,мыйзам,0
438_24,сан,1
439_4,сот,0
441_18,күн,5
441_38,иш,0
441_9,мыйзам,0
442_15,мыйзам,0
443_13,мыйзам,0
444_9,мыйзам,0
446_15,мыйзам,0
448_33,күч,4
448_62,долбоор,1
449_7,мыйзам,0
451_13,аймак,0
452_15,аймак,0
453_17,жаран,1
453_4,мыйзам,0
454_15,мыйзам,0
456_17,мыйзам,0
459_1,сот,0
459_11,шарт,1
459_6,иш,0
45_15,согуш,0
462_1,сот,0
463_4,мыйзам,0
464_0,сот,0
465_0,мыйзам,0
465_6,сот,0
467_10,мыйзам,0
468_31,мыйзам,0
468_7,сот,0
469_1,сот,0
46_17,сан,1
46_5,аймак,0
471_0,сот,0
471_10,мыйзам,0
472_0,сот,0
473_11,мыйзам,0
473_27,суроо,3
474_0,сот,0
477_11,кызыкчылык,1
477_23,сот,0
479_8,мыйзам,0
480_0,мыйзам,0
481_2,мыйзам,0
482_16,мыйзам,0
487_1,бөлүм,1
487_16,мыйзам,0
488_10,кызыкчылык,1
489_9,аймак,0
490_3,жаран,1
496_15,мыйзам,0
496_9,жаран,1
497_10,мыйзам,0
498_27,программа,0
499_2,мыйзам,0
4_9,булак,1
501_7,мыйзам,0
503_17,иш,0
503_9,мыйзам,0
505_1,жаран,1
505_3,сот,0
506_1,сот,0
507_1,сот,0
507_3,мыйзам,0
508_1,сот,0
509_1,сот,0
509_10,мыйзам,0
510_13,сан,1
511_23,сан,1
511_6,бөлүм,1
512_15,сан,1
512_4,бөлүм,1
513_15,ай,1
513_7,долбоор,1
514_25,сан,1
514_6,мыйзам,0
516_14,мыйзам,0
517_9,мыйзам,0
51_1,тил,2
51_5,мыйзам,0
53_16,шарт,1
53_7,тил,2
55_6,мыйзам,0
58_4,мыйзам,0
59_4,сом,0
5_6,жаран,1
64_10,сот,0
64_7,мыйзам,0
65_0,мыйзам,0
65_29,сот,0
66_0,жаран,1
66_21,мыйзам,0
67_2,жаран,1
68_18,мыйзам,0
68_4,эстелик,0
69_16,жаныбар,0
69_5,аба,2
69_8,суу,1
70_0,жер,2
71_0,жер,3
72_0,жер,3
72_2,жаран,1
73_0,жер,3
73_6,мыйзам,0
74_12,экономика,0
74_13,кызыкчылык,1
74_8,шарт,1
75_7,программа,1
76_6,мыйзам,0
78_1,аймак,0
78_3,салык,0
79_0,салык,0
80_8,мыйзам,0
82_1,жаран,1
84_4,коом,2
85_8,балалык,0
85_9,коом,2
86_0,ата,0
86_2,эне,0
86_7,бала,0
87_0,бала,0
88_1,бала,0
88_19,шарт,1
89_17,маданият,0
8_18,коом,2
90_8,салт,0
93_0,коом,2
97_1,илим,0
9_1,жаран,1
9_29,мыйзам,0
